States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year,Persons in custody during inv stage at beginning of Year_Male,Persons in custody during inv stage at beginning of Year_Female,Persons in custody during inv stage at beginning of Year_Total,Persons on bail during inv stage at beginning of Year_Male,Persons on bail during inv stage at beginning of Year_Female,Persons on bail during inv stage at beginning of Year_Total,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total,Persons released or freed before trial for want of evidence_Male,Persons released or freed before trial for want of evidence_Fem,Persons released or freed before trial for want of evidence_Tot,Persons in custody during inv stage at year end_Male,Persons in custody during inv stage at year end_Female,Persons in custody during inv stage at year end_Total,Persons on Bail during inv stage at year end_Male,Persons on Bail during inv stage at Year end_Female,Persons on Bail during inv stage at year end_Total,Persons charge sheeted_Male,Persons charge sheeted_Female,Persons charge sheeted_Total,Persons in custody during trial stage at begin of year_Male,Persons in custody during trial stage at begin of year_Female,Persons in custody during trial stage at begin of year_Total,Persons on Bail during trial stage at begin of year_Male,Persons on Bail during trial stage at begin of year_Female,Persons on Bail during trial stage at begin of year_Total,Total number of persons under Trial_Male,Total number of persons under Trial_Female,Total number of persons under Trial_Total,Persons against whom cases were compounded by Courts_Male,Persons against whom cases were compounded by Courts_Female,Persons against whom cases were compounded by Courts_Total,Persons against whom cases were withdrawn_Male,Persons against whom cases were withdrawn_Female,Persons against whom cases were withdrawn_Total,Persons in custody during trial stage at Year end_Male,Persons in custody during trial stage at Year end_Female,Persons in custody during trial stage at Year end_Total,Persons on bail during trial stage at Year End_Male,Persons on bail during trial stage at Year End_Female,Persons on bail during trial stage at Year End_Total,Persons whose cases trials were completed during the year_Male,Persons whose cases trials were completed during the year_Female,Persons whose cases trials were completed during the year_Total,Persons convicted_Male,Persons convicted_Female,Persons convicted_Total,Persons acquitted_Male,Persons acquitted_Female,Persons acquitted_Total,Persons Discharged by Court_Male,Persons Discharged by Court_Female,Persons Discharged by Court_Total
Jammu & Kashmir,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,120,11,225,236,236,0,0,0,110,0,0,69,22,91,2,203,153,810,91,0,0,901,4,80,0,0,0,2,78,80,817,0,0,0,0,0,0,200,1,201,0,0,0,19,0,19,24,0,24,157,1,158,38,4,42,1299,10,1309,1494,15,1509,9,0,9,0,0,0,78,0,78,1282,13,1295,125,2,127,0,0,0,123,2,125,2,0,2
Jammu & Kashmir,3.5 - Kidnapping & Abduction of Women-Other,2014,118,42,249,291,291,0,0,0,142,0,0,87,29,116,8,266,143,1518,116,0,0,1634,0,180,0,2,2,4,174,178,1454,0,0,0,0,0,0,281,1,282,0,0,0,0,0,0,4,0,4,277,1,278,0,0,0,2887,3,2890,3164,4,3168,0,0,0,0,0,0,1,0,1,2899,4,2903,264,0,264,3,0,3,261,0,261,0,0,0
Jammu & Kashmir,4 - Dowry Deaths (Section 304-B IPC),2014,1,0,5,5,5,0,0,0,0,0,0,5,0,5,0,5,1,57,5,0,0,62,0,2,0,0,0,0,2,2,60,7,0,7,0,0,0,14,0,14,0,0,0,0,0,0,6,0,6,15,0,15,57,0,57,66,19,85,138,19,157,0,0,0,0,0,0,0,0,0,136,19,155,2,0,2,0,0,0,2,0,2,0,0,0
Jammu & Kashmir,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,237,174,1247,1421,1424,0,0,0,86,0,0,983,202,1185,5,1276,382,4553,1185,0,0,5738,277,658,6,26,32,37,589,626,4803,12,0,12,0,0,0,2497,84,2581,0,0,0,8,0,8,48,0,48,2453,84,2537,976,0,976,10510,139,10649,13939,223,14162,536,9,545,0,0,0,49,0,49,11900,183,12083,1454,31,1485,47,0,47,1406,31,1437,1,0,1
Jammu & Kashmir,5.1 - Sexual Harassment,2014,32,16,226,242,243,0,0,0,27,0,0,171,28,199,0,226,48,943,199,0,0,1142,56,135,1,4,5,11,119,130,951,0,0,0,0,0,0,346,13,359,0,0,0,0,0,0,0,0,0,346,13,359,1,0,1,3365,26,3391,3712,39,3751,105,4,109,0,0,0,0,0,0,3293,25,3318,314,10,324,11,0,11,303,10,313,0,0,0
Jammu & Kashmir,5.2 - Assault on women with intent to Disrobe,2014,31,1,122,123,123,0,0,0,2,0,0,95,9,104,0,106,48,160,104,0,0,264,21,46,0,0,0,0,46,46,197,0,0,0,0,0,0,254,0,254,0,0,0,8,0,8,40,0,40,206,0,206,716,0,716,0,0,0,922,0,922,20,0,20,0,0,0,39,0,39,779,0,779,84,0,84,0,0,0,84,0,84,0,0,0
Jammu & Kashmir,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.4 - Stalking,2014,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.5 - Others,2014,174,156,899,1055,1057,0,0,0,57,0,0,716,165,881,5,943,286,3450,881,0,0,4331,200,477,5,22,27,26,424,450,3654,12,0,12,0,0,0,1896,71,1967,0,0,0,0,0,0,8,0,8,1900,71,1971,259,0,259,7145,113,7258,9304,184,9488,411,5,416,0,0,0,10,0,10,7827,158,7985,1056,21,1077,36,0,36,1019,21,1040,1,0,1
Jammu & Kashmir,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,40,12,225,237,239,0,0,0,10,0,0,192,21,213,2,225,52,1036,213,0,0,1249,10,188,16,25,41,4,143,147,1051,9,0,9,0,0,0,276,7,283,0,0,0,0,0,0,4,0,4,281,7,288,440,0,440,1026,20,1046,1747,27,1774,13,0,13,0,0,0,0,0,0,1490,25,1515,244,2,246,53,1,54,189,1,190,2,0,2
Jammu & Kashmir,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,6.2 - Other places related to work,2014,0,1,7,8,8,0,0,0,2,0,0,6,0,6,0,8,0,36,6,0,0,42,0,5,0,0,0,0,5,5,37,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,36,0,36,43,0,43,0,0,0,0,0,0,0,0,0,38,0,38,5,0,5,0,0,0,5,0,5,0,0,0
Jammu & Kashmir,6.3 - In Public Transport system,2014,1,0,6,6,6,0,0,0,1,0,0,6,0,6,0,7,0,26,6,0,0,32,0,17,0,1,1,0,16,16,15,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,38,0,38,45,1,46,0,0,0,0,0,0,0,0,0,21,1,22,24,0,24,1,0,1,23,0,23,0,0,0
Jammu & Kashmir,6.4 - in Other Places,2014,39,11,212,223,225,0,0,0,7,0,0,180,21,201,2,210,52,974,201,0,0,1175,10,166,16,24,40,4,122,126,999,9,0,9,0,0,0,262,6,268,0,0,0,0,0,0,4,0,4,267,6,273,440,0,440,952,20,972,1659,26,1685,13,0,13,0,0,0,0,0,0,1431,24,1455,215,2,217,52,1,53,161,1,162,2,0,2
Jammu & Kashmir,7 - Cruelty by Husband or his Relatives (Section 498A),2014,158,74,393,467,467,0,0,0,42,1,0,277,108,385,2,430,195,865,385,0,0,1250,103,90,0,5,5,2,83,85,1057,15,0,15,0,0,0,879,106,985,0,0,0,1,0,1,5,0,5,888,106,994,580,0,580,1212,194,1406,2680,300,2980,321,27,348,0,0,0,11,0,11,2155,254,2409,193,19,212,8,0,8,185,19,204,0,0,0
Jammu & Kashmir,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,9 - Abetment of Suicides of Women u/s 306 IPC,2014,17,5,20,25,25,0,0,0,8,2,0,5,1,6,6,22,20,74,6,0,0,80,0,18,0,4,4,4,10,14,62,0,0,0,0,0,0,1,15,16,0,0,0,0,0,0,0,0,0,1,15,16,0,0,0,70,49,119,71,64,135,0,0,0,0,0,0,0,0,0,60,57,117,11,7,18,2,2,4,9,5,14,0,0,0
Jammu & Kashmir,"10 - Dowry Prohibition Act, 1961",2014,11,0,1,1,9,0,0,0,2,0,0,1,0,1,0,3,9,22,1,0,0,23,0,1,0,0,0,0,1,1,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,23,0,23,30,0,30,0,0,0,0,0,0,3,0,3,26,0,26,1,0,1,0,0,0,1,0,1,0,0,0
Jammu & Kashmir,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,1,0,1,1,3,0,0,0,0,0,0,1,0,1,0,1,1,22,1,0,0,23,0,1,0,0,0,0,1,1,22,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,30,0,30,68,15,83,101,18,119,0,0,0,0,0,0,1,0,1,96,18,114,4,0,4,0,0,0,4,0,4,0,0,0
Jammu & Kashmir,14.1 - Under ITP Section 5,2014,0,0,1,1,3,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,16,5,21,19,8,27,0,0,0,0,0,0,1,0,1,18,8,26,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.5 - Other Sections under ITP Act,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,19,0,1,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,52,10,62,82,10,92,0,0,0,0,0,0,0,0,0,78,10,88,4,0,4,0,0,0,4,0,4,0,0,0
Jammu & Kashmir,15 - Total Crimes against Women,2014,958,381,2940,3321,3340,0,0,0,610,3,0,1912,443,2355,35,3003,1276,10861,2355,0,0,13216,402,1614,28,77,105,100,1409,1509,11200,61,0,61,0,0,0,4725,231,4956,1,0,1,37,0,37,160,0,160,4588,231,4819,2323,9,2332,20135,494,20629,27046,734,27780,902,36,938,0,0,0,486,0,486,22752,631,23383,2906,67,2973,135,3,138,2764,64,2828,7,0,7
Jharkhand,1 - Rape (Section 376 IPC),2014,774,165,885,1050,1065,0,0,0,79,38,0,582,433,1015,37,1169,655,2031,1015,0,0,3046,54,663,75,170,245,90,328,418,2329,503,0,503,45,0,45,1578,5,1583,5,0,5,465,0,465,41,0,41,1615,5,1620,1296,2,1298,449,0,449,3360,7,3367,7,0,7,0,0,0,1505,2,1507,1060,2,1062,788,3,791,261,1,262,521,2,523,6,0,6
Jharkhand,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,1.2 - Rape other than Custodial,2014,774,165,885,1050,1065,0,0,0,79,38,0,582,433,1015,37,1169,655,2031,1015,0,0,3046,54,663,75,170,245,90,328,418,2329,503,0,503,45,0,45,1578,5,1583,5,0,5,465,0,465,41,0,41,1615,5,1620,1296,2,1298,449,0,449,3360,7,3367,7,0,7,0,0,0,1505,2,1507,1060,2,1062,788,3,791,261,1,262,521,2,523,6,0,6
Jharkhand,1.2.1 - Rape_Gang Rape,2014,8,5,47,52,52,0,0,0,3,0,0,27,0,27,0,30,30,7,27,0,0,34,0,7,1,1,2,2,3,5,27,10,0,10,0,0,0,77,0,77,0,0,0,27,0,27,1,0,1,59,0,59,0,0,0,25,0,25,84,0,84,0,0,0,0,0,0,38,0,38,26,0,26,20,0,20,4,0,4,16,0,16,0,0,0
Jharkhand,1.2.2 - Rape_Others,2014,766,160,838,998,1013,0,0,0,76,38,0,555,433,988,37,1139,625,2024,988,0,0,3012,54,656,74,169,243,88,325,413,2302,493,0,493,45,0,45,1501,5,1506,5,0,5,438,0,438,40,0,40,1556,5,1561,1296,2,1298,424,0,424,3276,7,3283,7,0,7,0,0,0,1467,2,1469,1034,2,1036,768,3,771,257,1,258,505,2,507,6,0,6
Jharkhand,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,4,39,169,208,208,0,0,0,16,4,1,88,26,114,18,153,59,4,114,0,0,118,1,38,7,4,11,9,18,27,79,6,0,6,11,0,11,177,1,178,0,0,0,63,0,63,11,1,12,120,0,120,1,0,1,1,0,1,122,0,122,1,0,1,0,0,0,59,0,59,22,0,22,40,0,40,11,0,11,29,0,29,0,0,0
Jharkhand,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,450,80,805,885,887,0,0,0,12,54,3,315,246,561,131,761,574,916,561,0,3,1474,6,420,33,85,118,57,245,302,1048,380,8,388,24,0,24,772,25,797,5,0,5,423,13,436,115,0,115,633,20,653,1232,8,1240,215,5,220,2080,33,2113,13,0,13,0,0,0,865,4,869,581,3,584,621,26,647,164,2,166,448,24,472,9,0,9
Jharkhand,3.1 - Kidnaping & Abduction Section 363 IPC,2014,1,0,26,26,26,0,0,0,0,3,0,6,1,7,0,10,17,11,7,0,0,18,0,0,0,0,0,0,0,0,18,6,0,6,0,0,0,19,0,19,0,0,0,13,0,13,4,0,4,8,0,8,9,0,9,10,0,10,27,0,27,0,0,0,0,0,0,17,0,17,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,2,2,2,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,445,78,741,819,819,0,0,0,12,47,2,284,242,526,129,716,548,868,526,0,3,1391,6,415,31,85,116,57,242,299,970,364,8,372,23,0,23,719,25,744,4,0,4,404,13,417,110,0,110,588,20,608,1201,8,1209,179,5,184,1968,33,2001,13,0,13,0,0,0,804,4,808,535,3,538,616,26,642,162,2,164,445,24,469,9,0,9
Jharkhand,3.5 - Kidnapping & Abduction of Women-Other,2014,3,2,34,36,38,0,0,0,0,3,1,24,3,27,1,32,7,37,27,0,0,64,0,5,2,0,2,0,3,3,59,10,0,10,1,0,1,33,0,33,1,0,1,6,0,6,1,0,1,36,0,36,22,0,22,26,0,26,84,0,84,0,0,0,0,0,0,43,0,43,36,0,36,5,0,5,2,0,2,3,0,3,0,0,0
Jharkhand,4 - Dowry Deaths (Section 304-B IPC),2014,317,15,335,350,354,0,0,0,5,14,1,193,175,368,10,398,269,558,368,0,2,924,0,177,12,58,70,4,103,107,747,536,43,579,9,4,13,467,31,498,0,0,0,324,24,348,51,8,59,637,46,683,492,32,524,408,19,427,1537,97,1634,0,0,0,0,0,0,598,18,616,649,28,677,290,51,341,85,11,96,205,40,245,0,0,0
Jharkhand,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,143,54,386,440,443,0,0,0,11,6,4,269,99,368,30,419,164,802,368,0,0,1170,2,183,23,42,65,22,96,118,985,150,0,150,26,0,26,603,0,603,10,0,10,151,0,151,37,0,37,581,0,581,296,0,296,482,0,482,1359,0,1359,3,0,3,4,0,4,458,0,458,674,0,674,220,0,220,67,0,67,149,0,149,4,0,4
Jharkhand,5.1 - Sexual Harassment,2014,42,14,100,114,114,0,0,0,5,3,2,82,30,112,2,124,32,136,112,0,0,248,0,36,3,8,11,12,13,25,212,32,0,32,0,0,0,234,0,234,0,0,0,34,0,34,1,0,1,231,0,231,34,0,34,7,0,7,272,0,272,0,0,0,0,0,0,96,0,96,131,0,131,45,0,45,11,0,11,34,0,34,0,0,0
Jharkhand,5.2 - Assault on women with intent to Disrobe,2014,29,16,49,65,65,0,0,0,2,1,0,48,7,55,2,60,34,6,55,0,0,61,0,14,0,2,2,0,12,12,47,24,0,24,0,0,0,84,0,84,0,0,0,21,0,21,17,0,17,70,0,70,6,0,6,73,0,73,149,0,149,0,0,0,0,0,0,22,0,22,109,0,109,18,0,18,2,0,2,16,0,16,0,0,0
Jharkhand,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,5.4 - Stalking,2014,0,0,5,5,5,0,0,0,0,0,0,3,0,3,1,4,1,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,5.5 - Others,2014,72,24,232,256,259,0,0,0,4,2,2,136,62,198,25,231,97,660,198,0,0,858,2,133,20,32,52,10,71,81,723,94,0,94,26,0,26,281,0,281,10,0,10,95,0,95,19,0,19,277,0,277,256,0,256,402,0,402,935,0,935,3,0,3,4,0,4,337,0,337,434,0,434,157,0,157,54,0,54,99,0,99,4,0,4
Jharkhand,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,36,1,17,18,18,0,0,0,1,0,0,16,20,36,14,51,3,74,36,0,1,109,0,18,0,0,0,2,16,18,91,31,0,31,12,0,12,70,0,70,2,0,2,1,0,1,0,0,0,110,0,110,26,0,26,47,0,47,183,0,183,0,0,0,0,0,0,47,0,47,113,0,113,23,0,23,0,0,0,23,0,23,0,0,0
Jharkhand,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,6.2 - Other places related to work,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0
Jharkhand,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,6.4 - in Other Places,2014,36,1,16,17,17,0,0,0,1,0,0,15,20,35,14,50,3,74,35,0,1,108,0,17,0,0,0,1,16,17,91,29,0,29,12,0,12,70,0,70,2,0,2,1,0,1,0,0,0,108,0,108,25,0,25,45,0,45,178,0,178,0,0,0,0,0,0,47,0,47,113,0,113,18,0,18,0,0,0,18,0,18,0,0,0
Jharkhand,7 - Cruelty by Husband or his Relatives (Section 498A),2014,962,723,739,1462,1462,0,0,0,33,70,5,643,448,1091,121,1320,1104,1538,1091,0,7,2622,55,615,33,105,138,71,406,477,1952,1397,183,1580,236,7,243,1537,218,1755,13,0,13,1208,152,1360,357,59,416,1592,197,1789,2002,94,2096,1234,30,1264,4828,321,5149,22,6,28,4,0,4,1506,53,1559,2250,104,2354,1046,158,1204,228,15,243,816,143,959,2,0,2
Jharkhand,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,1,1,2,2,0,0,0,0,0,0,2,0,2,0,2,0,5,2,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,5,0,5,2,0,2,9,0,9,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"10 - Dowry Prohibition Act, 1961",2014,922,630,908,1538,1565,0,0,0,56,74,26,506,477,983,160,1299,1161,1243,983,0,17,2209,5,400,11,127,138,43,219,262,1804,768,66,834,39,9,48,1240,228,1468,5,0,5,843,83,926,189,33,222,1010,187,1197,2230,46,2276,1086,13,1099,4326,246,4572,0,0,0,2,0,2,1052,62,1114,2671,95,2766,601,89,690,149,15,164,452,74,526,0,0,0
Jharkhand,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,3,0,2,2,2,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,2,3,5,5,0,0,0,0,0,1,2,0,2,0,3,2,0,2,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
